,text,labels
1073,"however, when the collisions can no longer be assumed as binary and instantaneous, the soft sphere model is the only realistic option. it is interesting to know whether the choice of the collision model affects the statistics. fig. 14 compares the mean velocity obtained from both models with the experimental data. the same comparison is performed for the smooth walls. the differences between the hard and soft sphere models for the smooth walls are almost negligible. however, the differences between the hard and soft sphere models for the rough walls are minor. this is because the rough wall treatment in the soft sphere implementation adds extra virtual walls during the collision of a particle with a wall, which is a more realistic representation of a rough wall compared to the hard sphere rough wall treatment where one random wall is considered. this is because, a soft sphere collision is not instantaneous and occurs over a finite amount of time. similarly, the same effects are observed on the fluid statistics. however, fig. 15, which compares the particle velocity fluctuations, shows that the differences are somewhat larger. additionally, the differences in both particle mean and rms velocity profiles are because the hard sphere collisions are unfortunately heavily dependent on the tangential coefficient of restitution (ψ); the effects by varying this quantity are shown in figs.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 1, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1074,"it is interesting to know whether the choice of the collision model affects the statistics. fig. 14 compares the mean velocity obtained from both models with the experimental data. the same comparison is performed for the smooth walls. the differences between the hard and soft sphere models for the smooth walls are almost negligible. however, the differences between the hard and soft sphere models for the rough walls are minor. this is because the rough wall treatment in the soft sphere implementation adds extra virtual walls during the collision of a particle with a wall, which is a more realistic representation of a rough wall compared to the hard sphere rough wall treatment where one random wall is considered. this is because, a soft sphere collision is not instantaneous and occurs over a finite amount of time. similarly, the same effects are observed on the fluid statistics. however, fig. 15, which compares the particle velocity fluctuations, shows that the differences are somewhat larger. additionally, the differences in both particle mean and rms velocity profiles are because the hard sphere collisions are unfortunately heavily dependent on the tangential coefficient of restitution (ψ); the effects by varying this quantity are shown in figs. 16 and 17.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 1, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1075,"as already discussed, in dilute flows the choice between the hard sphere and soft sphere models largely depends on the computational time spent to solve the particle equation of motion. for very dilute flows, the hard sphere model is the most natural choice. however, when the collisions can no longer be assumed as binary and instantaneous, the soft sphere model is the only realistic option. it is interesting to know whether the choice of the collision model affects the statistics. fig. 14 compares the mean velocity obtained from both models with the experimental data. the same comparison is performed for the smooth walls. the differences between the hard and soft sphere models for the smooth walls are almost negligible. however, the differences between the hard and soft sphere models for the rough walls are minor. this is because the rough wall treatment in the soft sphere implementation adds extra virtual walls during the collision of a particle with a wall, which is a more realistic representation of a rough wall compared to the hard sphere rough wall treatment where one random wall is considered. this is because, a soft sphere collision is not instantaneous and occurs over a finite amount of time. similarly, the same effects are observed on the fluid statistics. however, fig. 15, which compares the particle velocity fluctuations, shows that the differences are somewhat larger.","[0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 1, 1, 1, 0, 0, 3, 3, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 1, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1076,"for very dilute flows, the hard sphere model is the most natural choice. however, when the collisions can no longer be assumed as binary and instantaneous, the soft sphere model is the only realistic option. it is interesting to know whether the choice of the collision model affects the statistics. fig. 14 compares the mean velocity obtained from both models with the experimental data. the same comparison is performed for the smooth walls. the differences between the hard and soft sphere models for the smooth walls are almost negligible. however, the differences between the hard and soft sphere models for the rough walls are minor. this is because the rough wall treatment in the soft sphere implementation adds extra virtual walls during the collision of a particle with a wall, which is a more realistic representation of a rough wall compared to the hard sphere rough wall treatment where one random wall is considered. this is because, a soft sphere collision is not instantaneous and occurs over a finite amount of time. similarly, the same effects are observed on the fluid statistics. however, fig. 15, which compares the particle velocity fluctuations, shows that the differences are somewhat larger. additionally, the differences in both particle mean and rms velocity profiles are because the hard sphere collisions are unfortunately heavily dependent on the tangential coefficient of restitution (ψ); the effects by varying this quantity are shown in figs.","[0, 0, 3, 3, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 1, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1077,"however, when the collisions can no longer be assumed as binary and instantaneous, the soft sphere model is the only realistic option. it is interesting to know whether the choice of the collision model affects the statistics. fig. 14 compares the mean velocity obtained from both models with the experimental data. the same comparison is performed for the smooth walls. the differences between the hard and soft sphere models for the smooth walls are almost negligible. however, the differences between the hard and soft sphere models for the rough walls are minor. this is because the rough wall treatment in the soft sphere implementation adds extra virtual walls during the collision of a particle with a wall, which is a more realistic representation of a rough wall compared to the hard sphere rough wall treatment where one random wall is considered. this is because, a soft sphere collision is not instantaneous and occurs over a finite amount of time. similarly, the same effects are observed on the fluid statistics. however, fig. 15, which compares the particle velocity fluctuations, shows that the differences are somewhat larger. additionally, the differences in both particle mean and rms velocity profiles are because the hard sphere collisions are unfortunately heavily dependent on the tangential coefficient of restitution (ψ); the effects by varying this quantity are shown in figs. 16 and 17.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 1, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1078,"as already discussed, in dilute flows the choice between the hard sphere and soft sphere models largely depends on the computational time spent to solve the particle equation of motion. for very dilute flows, the hard sphere model is the most natural choice. however, when the collisions can no longer be assumed as binary and instantaneous, the soft sphere model is the only realistic option. it is interesting to know whether the choice of the collision model affects the statistics. fig. 14 compares the mean velocity obtained from both models with the experimental data. the same comparison is performed for the smooth walls. the differences between the hard and soft sphere models for the smooth walls are almost negligible. however, the differences between the hard and soft sphere models for the rough walls are minor. this is because the rough wall treatment in the soft sphere implementation adds extra virtual walls during the collision of a particle with a wall, which is a more realistic representation of a rough wall compared to the hard sphere rough wall treatment where one random wall is considered. this is because, a soft sphere collision is not instantaneous and occurs over a finite amount of time. similarly, the same effects are observed on the fluid statistics. however, fig. 15, which compares the particle velocity fluctuations, shows that the differences are somewhat larger. additionally, the differences in both particle mean and rms velocity profiles are because the hard sphere collisions are unfortunately heavily dependent on the tangential coefficient of restitution (ψ); the effects by varying this quantity are shown in figs.","[0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 1, 1, 1, 0, 0, 3, 3, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 1, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1079,"for very dilute flows, the hard sphere model is the most natural choice. however, when the collisions can no longer be assumed as binary and instantaneous, the soft sphere model is the only realistic option. it is interesting to know whether the choice of the collision model affects the statistics. fig. 14 compares the mean velocity obtained from both models with the experimental data. the same comparison is performed for the smooth walls. the differences between the hard and soft sphere models for the smooth walls are almost negligible. however, the differences between the hard and soft sphere models for the rough walls are minor. this is because the rough wall treatment in the soft sphere implementation adds extra virtual walls during the collision of a particle with a wall, which is a more realistic representation of a rough wall compared to the hard sphere rough wall treatment where one random wall is considered. this is because, a soft sphere collision is not instantaneous and occurs over a finite amount of time. similarly, the same effects are observed on the fluid statistics. however, fig. 15, which compares the particle velocity fluctuations, shows that the differences are somewhat larger. additionally, the differences in both particle mean and rms velocity profiles are because the hard sphere collisions are unfortunately heavily dependent on the tangential coefficient of restitution (ψ); the effects by varying this quantity are shown in figs. 16 and 17.","[0, 0, 3, 3, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 1, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1080,"as already discussed, in dilute flows the choice between the hard sphere and soft sphere models largely depends on the computational time spent to solve the particle equation of motion. for very dilute flows, the hard sphere model is the most natural choice. however, when the collisions can no longer be assumed as binary and instantaneous, the soft sphere model is the only realistic option. it is interesting to know whether the choice of the collision model affects the statistics. fig. 14 compares the mean velocity obtained from both models with the experimental data. the same comparison is performed for the smooth walls. the differences between the hard and soft sphere models for the smooth walls are almost negligible. however, the differences between the hard and soft sphere models for the rough walls are minor. this is because the rough wall treatment in the soft sphere implementation adds extra virtual walls during the collision of a particle with a wall, which is a more realistic representation of a rough wall compared to the hard sphere rough wall treatment where one random wall is considered. this is because, a soft sphere collision is not instantaneous and occurs over a finite amount of time. similarly, the same effects are observed on the fluid statistics. however, fig. 15, which compares the particle velocity fluctuations, shows that the differences are somewhat larger. additionally, the differences in both particle mean and rms velocity profiles are because the hard sphere collisions are unfortunately heavily dependent on the tangential coefficient of restitution (ψ); the effects by varying this quantity are shown in figs. 16 and 17.","[0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 1, 1, 1, 0, 0, 3, 3, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 1, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1081,"in the current clsvof method, the normal vector is calculated directly by discretising the ls gradient using a finite difference scheme.","[0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
1082,"by appropriately choosing one of three finite difference schemes (central, forward, or backward differencing), it has been demonstrated that thin liquid ligaments can be well resolved see xiao (2012).","[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]"
1083,"although a high order discretisation scheme (e.g. 5th order weno) has been found necessary for ls evolution in pure ls methods to reduce mass error, low order ls discretisation schemes (2nd order is used here) can produce accurate results when the ls equation is solved and constrained as indicated above in a clsvof method (see xiao, 2012), since the vof method maintains 2nd order accuracy.","[0, 0, 2, 2, 2, 2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 1, 1, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0]"
1084,"this is a further reason to adopt the clsvof method, which has been used for all the following simulations of liquid jet primary breakup.","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
